repo,pr_number,mean_toxicity,max_toxicity,mean_sentiment,mean_anger,mean_politeness
vercel/next.js,70152,0.0008943884749896824,0.0011011069873347878,-0.13244087249040604,0.09657983016222715,0.0
vercel/next.js,70156,0.0011020739329978824,0.0012012801598757505,-0.12487045489251614,0.19216598849743605,0.0
vercel/next.js,70157,0.0011047544539906085,0.0012012801598757505,-0.11915065161883831,0.19204673264175653,0.0
vercel/next.js,70162,0.0011378458584658802,0.0012012801598757505,-0.12418060004711151,0.19453644938766956,0.0
vercel/next.js,70163,0.0012890825746580958,0.0016044642543420196,-0.25545619893819094,0.060739174485206604,0.0
vercel/next.js,70169,0.0009437361732125282,0.0012012801598757505,-0.20023117090264955,0.13121288688853383,0.0
vercel/next.js,70171,0.0015548717929050326,0.0015548717929050326,0.11103505641222,0.012359910644590855,0.0
vercel/next.js,70173,0.0021218147594481707,0.0031303181312978268,-0.17776324041187763,0.0603045467287302,0.0
vercel/next.js,70180,0.001452820491977036,0.001452820491977036,0.10367080196738243,0.012047945521771908,0.0
vercel/next.js,70184,0.0011433399631641805,0.0012012801598757505,-0.124242446385324,0.1946948654949665,0.0
vercel/next.js,70187,0.001058353518601507,0.001113954815082252,-0.21086200792342424,0.08916396927088499,0.0
vercel/next.js,70189,0.0007094317115843296,0.0007094317115843296,0.08953814767301083,0.0068059987388551235,0.0
vercel/next.js,70191,0.003152252931613475,0.005288746207952499,-0.16252445057034492,0.06053865049034357,0.0
vercel/next.js,70192,0.0010106083742963772,0.0012012801598757505,-0.24038558887938657,0.13474095581720272,0.0
vercel/next.js,70193,0.0012336643024658163,0.001528991968370974,-0.07024161083002885,0.13888084205488363,0.0
vercel/next.js,70195,0.0011551406932994723,0.0011551406932994723,0.11249716021120548,0.011888857930898666,0.0
vercel/next.js,70197,0.000954615359660238,0.001239005709066987,0.024009261280298233,0.027081530075520277,0.0
vercel/next.js,70199,0.0010481855715624988,0.0012012801598757505,-0.10268916748464108,0.1954147657379508,0.0
vercel/next.js,70200,0.0007334031640008712,0.0012012801598757505,-0.0019115329875300329,0.04271958752845725,0.06317165016382253
vercel/next.js,70202,0.0014356702013174072,0.0018371535697951913,-0.005924335448071361,0.05868547549471259,0.0
vercel/next.js,70203,0.002265922666992992,0.003452894976362586,-0.0401348564773798,0.09861754532903433,0.0
vercel/next.js,70205,0.002538735541747883,0.004137701354920864,-0.18763433769345284,0.07469432801008224,0.0
